EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1063.21	200.0	0.000711429	-0.991922	0.0	0.316350612894	2600
-1111.41	200.0	0.00156378	-0.992144	0.297796562782	0.301582545928	5200
-1091.67	200.0	0.000226957	-0.992166	0.476757157543	0.48773728572	7800
-1105.22	200.0	0.000688612	-0.991675	0.451985349058	0.461580915183	10400
-1140.24	200.0	0.000945684	-0.992177	0.494510939165	0.503628305542	13000
-1119.11	200.0	0.00130821	-0.993023	0.413567421442	0.423468422682	15600
-1147.77	200.0	0.000430608	-0.993465	0.425872503058	0.436274516578	18200
-1249.33	200.0	0.000235144	-0.993596	0.455645181557	0.46614296379	20800
-1106.24	200.0	0.000228127	-0.994248	0.358177377664	0.377028731939	23400
-1160.63	200.0	0.000466512	-0.995053	0.274725769716	0.323001631048	26000
-1199.57	200.0	0.0011072	-0.996187	0.38015747108	0.397876020311	28600
-1154.86	200.0	0.00208006	-0.995935	0.400800418313	0.402999230168	31200
-1128.91	200.0	0.011991	-0.994302	0.403227928293	0.411910244848	33800
-1183.79	200.0	0.0248078	-0.995911	0.110769234101	0.218385231315	36400
-1258.2	200.0	0.00839932	-0.995042	0.104809507792	0.119127951115	39000
-1311.3	200.0	3.94601e-05	-0.993519	0.120055928045	0.124983962281	41600
-1313.91	200.0	3.57184e-05	-0.992262	0.249655457959	0.291927804836	44200
-1239.57	200.0	0.00887305	-0.990077	0.100818110986	0.163322546345	46800
-1267.4	200.0	0.0148055	-0.989126	0.0424089152629	0.0888289478016	49400
-1203.89	200.0	0.00367768	-0.988119	0.234840232049	0.328844003206	52000
-1189.39	200.0	0.00587217	-0.988049	0.0326933228933	0.0979001644097	54600
-1169.67	200.0	0.0023786	-0.988141	0.183343290449	0.241575687626	57200
-1231.94	200.0	0.00142521	-0.988078	0.351407268023	0.385402422096	59800
-1090.27	200.0	0.00127173	-0.987666	0.228545285164	0.253874147776	62400
-1127.97	200.0	0.000627985	-0.987624	0.299508614137	0.324060570995	65000
-1071.07	200.0	0.00214162	-0.987363	0.395534866074	0.432768868694	67600
-1187.59	200.0	0.00186952	-0.986997	0.442853717597	0.462766895321	70200
-1190.42	200.0	0.00226376	-0.98711	0.512591681035	0.533192155871	72800
