EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1248.24	200.0	0.000576973	-0.993647	0.0	0.146408463805	2600
-1351.23	200.0	0.000752216	-0.994816	0.0900182424191	0.0931362673917	5200
-1340.07	200.0	0.00121374	-0.995713	0.22301716778	0.288875550559	7800
-1326.04	200.0	0.00137092	-0.996686	0.3782908041	0.393330418427	10400
-1143.23	200.0	0.000502016	-0.997309	0.0652445628796	0.230386103039	13000
-1149.75	200.0	0.00126512	-0.99781	0.174537095056	0.189973739939	15600
-1178.76	200.0	0.000764878	-0.99779	0.260078433429	0.276544044688	18200
-1126.53	200.0	0.00360653	-0.997969	0.315182213059	0.328448121412	20800
-1234.8	200.0	0.00153924	-0.997126	0.396254877799	0.457228390663	23400
-1097.21	200.0	0.000992374	-0.996641	0.444704676452	0.452988213024	26000
-1221.14	200.0	0.00069782	-0.995754	0.475198332652	0.50439251223	28600
-1373.49	200.0	0.000692224	-0.994514	0.263691261105	0.363086844398	31200
-1178.91	200.0	0.00512646	-0.994607	0.39429879836	0.427843221322	33800
-1224.22	200.0	0.000622454	-0.992653	0.209919926231	0.226444398989	36400
-1381.54	200.0	0.00140548	-0.992049	0.28749783328	0.303171900533	39000
-1364.4	200.0	0.00218178	-0.991115	0.290612193225	0.293082608421	41600
-1186.79	200.0	0.000719599	-0.992223	0.210676252657	0.24452329211	44200
-1198.25	200.0	0.00525786	-0.993716	0.130235413456	0.153579855793	46800
-1262.54	200.0	0.00509521	-0.994036	0.204208640291	0.207597198931	49400
-1342.33	200.0	0.00103045	-0.995301	0.287300595649	0.313284807863	52000
-1282.44	200.0	0.00698005	-0.997642	0.0671488380434	0.136408219098	54600
-1250.9	200.0	0.000266123	-0.998587	0.0089683883307	0.0504836106923	57200
-1306.86	200.0	0.000127412	-1.00054	0.0731149011077	0.135820373889	59800
-1334.89	200.0	0.0160639	-1.00358	0.131003564502	0.134511122542	62400
-1236.41	200.0	0.0093051	-1.00739	0.156457323114	0.170241508365	65000
-1243.4	200.0	0.00572122	-1.00968	0.221737760493	0.232739105392	67600
-1212.99	200.0	0.00143392	-1.01118	0.273760936451	0.320737019542	70200
-1189.55	200.0	0.00180926	-1.01204	0.198347222853	0.209359962309	72800
-1203.76	200.0	0.00147714	-1.01281	0.312531513978	0.331455816882	75400
-1386.07	200.0	0.000509528	-1.0136	0.301749175086	0.319668703276	78000
-1212.86	200.0	0.000566094	-1.01368	0.356135342261	0.373961432144	80600
-1235.86	200.0	0.00178154	-1.01519	0.351256189388	0.356207466029	83200
-1129.64	200.0	0.00506427	-1.01695	0.380679567406	0.389962561035	85800
-1246.79	200.0	0.00316756	-1.01759	0.461620558232	0.462753875264	88400
-1181.14	200.0	0.00116545	-1.01805	0.286597223586	0.373339178188	91000
-1221.36	200.0	0.000668714	-1.01958	0.49238125593	0.501752336525	93600
-1159.49	200.0	0.000284757	-1.02118	0.409971594623	0.418461904546	96200
-1199.27	200.0	0.00133523	-1.02189	0.37627802268	0.399745101835	98800
-1142.81	200.0	0.000854275	-1.02325	0.525170858203	0.595082154055	101400
-997.769	200.0	0.0042928	-1.0238	0.392959210077	0.498869490028	104000
-1157.12	200.0	0.00205531	-1.02319	0.542394556115	0.559547906863	106600
-1178.35	200.0	0.000570844	-1.02101	0.524132152539	0.534160351657	109200
-1098.06	200.0	0.0015738	-1.0184	0.452877998244	0.466984504027	111800
-1146.83	200.0	0.000883984	-1.01339	0.175691972764	0.216225845039	114400
-1268.69	200.0	0.00210065	-1.00624	0.221965639961	0.23034096163	117000
