EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1138.45	200.0	0.0022941	-1.05191	-0.596793573105	-0.564719203439	707200
-1123.12	200.0	0.00205861	-1.04987	-0.636127496044	-0.605871650512	709800
-1114.32	200.0	0.00209986	-1.04907	-0.676732749331	-0.780232565807	712400
-1092.9	200.0	0.00227047	-1.0447	-0.865617354167	-0.760180989868	715000
-1049.74	200.0	0.00375367	-1.04077	-0.740895652648	-0.813665750479	717600
-1133.07	200.0	0.00503679	-1.03586	-0.776839623717	-0.68192127458	720200
-1020.12	200.0	0.003141	-1.03273	-0.649960719156	-0.759554283069	722800
-1094.84	200.0	0.0036163	-1.03033	-0.907792268399	-0.85278373424	725400
-949.836	200.0	0.00392243	-1.0271	-1.13284002239	-0.971930404451	728000
-1081.01	200.0	0.00437115	-1.02615	-0.75251865859	-0.82053038707	730600
-1074.0	200.0	0.00217051	-1.02541	-0.981938915902	-1.2289609043	733200
-932.052	200.0	0.00456142	-1.02315	-1.32783809601	-0.970817279642	735800
-953.726	200.0	0.00320862	-1.02168	-1.8363151982	-2.00651683417	738400
-1025.87	200.0	0.0019255	-1.02006	-1.09637283589	-1.32750127628	741000
-943.841	200.0	0.00100043	-1.01839	-1.91848632651	-1.78766399209	743600
-1046.61	200.0	0.000532314	-1.01728	-2.0160278415	-2.08423999455	746200
-1058.48	200.0	0.000825194	-1.0169	-1.75142592613	-1.57670499747	748800
-1042.22	200.0	0.00257928	-1.0186	-2.10972307281	-2.09734992606	751400
-1010.08	200.0	0.00334269	-1.02051	-1.66354666234	-1.77221245783	754000
-1016.18	200.0	0.00197661	-1.02497	-1.55314146471	-1.51032148787	756600
-927.71	200.0	0.00102327	-1.02805	-1.54673700891	-1.24533086572	759200
-883.15	200.0	0.00146442	-1.03081	-1.30300926007	-1.48870231319	761800
-898.736	200.0	0.00312706	-1.03218	-1.40993312239	-1.34037823674	764400
-1002.38	200.0	0.00138784	-1.03151	-1.26991570367	-1.49192549622	767000
-945.33	200.0	0.000871167	-1.03093	-1.47257507436	-1.3289602187	769600
-1019.21	200.0	0.00186142	-1.03184	-1.87196656693	-1.98479088463	772200
-934.307	200.0	0.0088114	-1.03487	-2.70326286872	-2.17677488374	774800
-1061.08	200.0	0.00444424	-1.03634	-1.66146410031	-1.6332858276	777400
-1040.38	200.0	0.000492354	-1.03663	-1.84380593992	-1.55223137824	780000
